z__sum_values,z__median,z__mean,z__length,z__standard_deviation,z__variance,z__root_mean_square,z__maximum,z__absolute_maximum,z__minimum,alpha__sum_values,alpha__median,alpha__mean,alpha__length,alpha__standard_deviation,alpha__variance,alpha__root_mean_square,alpha__maximum,alpha__absolute_maximum,alpha__minimum,beta__sum_values,beta__median,beta__mean,beta__length,beta__standard_deviation,beta__variance,beta__root_mean_square,beta__maximum,beta__absolute_maximum,beta__minimum,gamma__sum_values,gamma__median,gamma__mean,gamma__length,gamma__standard_deviation,gamma__variance,gamma__root_mean_square,gamma__maximum,gamma__absolute_maximum,gamma__minimum,x0__sum_values,x0__median,x0__mean,x0__length,x0__standard_deviation,x0__variance,x0__root_mean_square,x0__maximum,x0__absolute_maximum,x0__minimum,y0__sum_values,y0__median,y0__mean,y0__length,y0__standard_deviation,y0__variance,y0__root_mean_square,y0__maximum,y0__absolute_maximum,y0__minimum,z0__sum_values,z0__median,z0__mean,z0__length,z0__standard_deviation,z0__variance,z0__root_mean_square,z0__maximum,z0__absolute_maximum,z0__minimum,x__sum_values,x__median,x__mean,x__length,x__standard_deviation,x__variance,x__root_mean_square,x__maximum,x__absolute_maximum,x__minimum,y__sum_values,y__median,y__mean,y__length,y__standard_deviation,y__variance,y__root_mean_square,y__maximum,y__absolute_maximum,y__minimum
94.57000000000001,1.645,1.6305172413793105,58.0,0.10404611732458373,0.010825594530321043,1.63383354995713,1.83,1.83,1.37,173.33,1.43,2.988448275862069,58.0,3.662621918283421,13.414799316290127,4.727115654793429,11.7,11.7,-1.49,-46.55,-1.12,-0.8025862068965517,58.0,5.03041698427395,25.305095035671823,5.094039620494958,13.43,13.43,-10.68,71.38000000000001,-0.845,1.230689655172414,58.0,5.274632806984167,27.82175124851367,5.416303931267342,17.81,17.81,-5.09,2.5799999999999996,0.05,0.04448275862068965,58.0,0.11339847979570193,0.012859215219976218,0.12181104643866565,0.3,0.3,-0.17,0.3499999999999999,-0.01,0.006034482758620689,58.0,0.0965426411983847,0.009320481569560047,0.09673105267557125,0.37,0.37,-0.19,0.34,0.01,0.0058620689655172415,58.0,0.08395471855788199,0.007048394768133175,0.08415912678188656,0.19,0.19,-0.16,341.41,5.875,5.886379310344828,58.0,0.14866878572114678,0.022102407847800255,5.888256430651051,6.28,6.28,5.65,-446.6,-7.72,-7.7,58.0,0.11382079078003762,0.012955172413793096,7.700841199012857,-7.28,7.87,-7.87
-210.50000000000003,-7.02,-7.0166666666666675,30.0,0.021959558789334078,0.0004822222222222195,7.0167010292111875,-6.96,7.06,-7.06,-8.4,-0.135,-0.28,30.0,0.7332893926229489,0.5377133333333333,0.7849288715121474,1.26,1.98,-1.98,-1.4099999999999997,0.0,-0.04699999999999999,30.0,0.6367581958640187,0.405461,0.6384904071323233,1.25,1.5,-1.5,-1.35,-0.04,-0.045000000000000005,30.0,0.5564335839373226,0.3096183333333334,0.5582502425734658,1.2,1.2,-1.02,-0.030000000000000027,0.0,-0.0010000000000000009,30.0,0.03590264614203248,0.0012889999999999998,0.035916569992135945,0.06,0.07,-0.07,-0.6900000000000002,-0.02,-0.023000000000000007,30.0,0.019,0.00036100000000000005,0.029832867780352598,0.03,0.06,-0.06,-2.6699999999999995,-0.09,-0.08899999999999998,30.0,0.022263572639328728,0.0004956666666666667,0.0917423929634859,-0.03,0.13,-0.13,-7.62,-0.25,-0.254,30.0,0.037112441759244746,0.0013773333333333335,0.2566969679083361,-0.19,0.32,-0.32,-208.75999999999996,-6.96,-6.958666666666665,30.0,0.018390818965511684,0.00033822222222222424,6.958690968853266,-6.91,6.99,-6.99
33.06,1.145,1.102,30.0,0.19287992810727267,0.037202666666666676,1.1187522811894806,1.35,1.35,0.67,218.16000000000003,6.95,7.272000000000001,30.0,1.3082008000812924,1.7113893333333334,7.38873286384975,9.49,9.49,3.99,36.48999999999999,1.16,1.2163333333333328,30.0,2.1031206707071175,4.423116555555556,2.4295232728527902,4.68,4.68,-2.85,56.82999999999999,1.765,1.894333333333333,30.0,1.5911896667448402,2.5318845555555556,2.473940850815422,4.95,4.95,-1.81,2.0300000000000002,0.07500000000000001,0.06766666666666668,30.0,0.09773035466129355,0.009551222222222223,0.1188696765369537,0.25,0.25,-0.15,0.8,0.005,0.02666666666666667,30.0,0.0957543152494387,0.009168888888888888,0.09939818911831341,0.21,0.21,-0.17,-0.6100000000000001,-0.015,-0.020333333333333335,30.0,0.09177811406987084,0.008423222222222223,0.09400354603240596,0.16,0.21,-0.21,218.17999999999998,7.3100000000000005,7.272666666666666,30.0,0.10736024507340801,0.011526222222222228,7.27345905788069,7.47,7.47,7.05,-195.84000000000006,-6.55,-6.528000000000002,30.0,0.09603471594515531,0.009222666666666667,6.528706354758703,-6.35,6.72,-6.72
52.76,0.865,0.8793333333333333,60.0,0.31384638846983015,0.09849955555555555,0.9336630370035363,1.76,1.76,0.14,199.77,2.53,3.3295000000000003,60.0,5.638410658155364,31.79167475000001,6.5480718536069835,21.61,21.61,-8.86,171.95999999999998,4.48,2.8659999999999997,60.0,6.6722090794578675,44.518374,7.261702968312599,18.02,18.02,-15.35,429.08,8.495000000000001,7.151333333333333,60.0,7.513406122096392,56.45127155555555,10.372696852795805,20.19,20.19,-8.78,-0.44999999999999996,0.045,-0.007499999999999999,60.0,0.2534667959845366,0.06424541666666668,0.2535777329866853,0.42,0.89,-0.89,-7.42,-0.185,-0.12366666666666666,60.0,0.28289554413049506,0.08002988888888889,0.3087447705360098,0.88,0.88,-0.7,-3.02,-0.07500000000000001,-0.050333333333333334,60.0,0.29935467629923906,0.08961322222222219,0.3035566943202977,0.82,1.17,-1.17,520.81,8.67,8.680166666666667,60.0,0.3849696596991623,0.14820163888888882,8.688699269741127,9.28,9.28,7.61,-273.09,-4.6,-4.5515,60.0,0.5239746336099361,0.27454941666666677,4.581561051286632,-3.53,5.48,-5.48
104.05999999999999,1.75,1.734333333333333,60.0,0.08550568532104882,0.007311222222222225,1.7364398444326636,1.9,1.9,1.53,-4.030000000000001,-0.20500000000000002,-0.06716666666666668,60.0,1.5923222995221653,2.535490305555556,1.5937382679306746,3.95,4.47,-4.47,-46.260000000000005,-0.685,-0.7710000000000001,60.0,1.5795914028634113,2.495109,1.7577115804363355,2.82,4.56,-4.56,-53.169999999999995,-0.665,-0.8861666666666665,60.0,1.3111510104569275,1.719116972222222,1.582532253489114,1.77,4.57,-4.57,1.5000000000000002,0.025,0.025000000000000005,60.0,0.07896201618499872,0.006235,0.08282511696339463,0.19,0.2,-0.2,-1.11,-0.02,-0.018500000000000003,60.0,0.09018176090540703,0.00813275,0.09205976319760985,0.21,0.26,-0.26,-1.12,-0.01,-0.018666666666666668,60.0,0.0719598653571713,0.005178222222222223,0.07434155410446211,0.18,0.19,-0.19,448.50000000000006,7.465,7.4750000000000005,60.0,0.08838363347739597,0.007811666666666669,7.4755225012481015,7.69,7.69,7.26,-368.95,-6.155,-6.149166666666667,60.0,0.094873453727701,0.009000972222222221,6.149898508647657,-5.91,6.39,-6.39
-426.88,-7.12,-7.1146666666666665,60.0,0.01820866704499685,0.0003315555555555544,7.114689967478085,-7.07,7.15,-7.15,1.5100000000000007,-0.075,0.025166666666666677,60.0,0.37669391494362575,0.14189830555555555,0.377533662958241,0.92,0.92,-0.69,-2.3399999999999994,-0.01,-0.03899999999999999,60.0,0.3456862739537108,0.119499,0.34787928940941565,1.08,1.08,-0.88,0.7000000000000001,-0.04,0.011666666666666667,60.0,0.3551392528134406,0.1261238888888889,0.35533083176105057,0.95,0.95,-0.73,0.4700000000000001,0.01,0.007833333333333335,60.0,0.023741080196336663,0.0005636388888888889,0.025,0.06,0.06,-0.05,-2.5900000000000003,-0.04,-0.04316666666666667,60.0,0.012040441114104674,0.00014497222222222223,0.044814432199162514,-0.02,0.08,-0.08,-4.23,-0.07,-0.07050000000000001,60.0,0.016874537030686206,0.00028475,0.07249137879775774,-0.03,0.11,-0.11,-20.600000000000005,-0.34,-0.34333333333333343,60.0,0.02447220645730354,0.000598888888888889,0.3442043966405232,-0.29,0.4,-0.4,-411.44000000000005,-6.86,-6.857333333333334,60.0,0.01339983416149464,0.00017955555555555878,6.857346425549755,-6.84,6.9,-6.9
-388.21999999999997,-6.86,-6.810877192982455,57.0,0.3848001563890443,0.14807116035703294,6.821738729843412,-5.35,8.11,-8.11,-74.39999999999999,-1.3,-1.3052631578947367,57.0,7.462102169656821,55.682968790397034,7.575399705741895,18.65,19.61,-19.61,20.260000000000005,0.29,0.35543859649122816,57.0,5.878393702954181,34.555512526931366,5.889129742398873,14.69,14.76,-14.76,-6.4499999999999975,-0.06,-0.11315789473684207,57.0,1.8508359020920147,3.4255935364727614,1.8542918447790346,4.63,4.66,-4.66,-0.2899999999999999,0.0,-0.005087719298245612,57.0,0.1786609334673643,0.03191972914742998,0.1787333601628071,0.42,0.44,-0.44,-3.6000000000000005,-0.06,-0.06315789473684212,57.0,0.2659716242267462,0.07074090489381347,0.27336756311128707,0.59,0.74,-0.74,-3.4699999999999993,-0.1,-0.06087719298245613,57.0,0.3765274422176926,0.14177291474299783,0.3814170255355954,1.4,1.4,-1.35,-33.84,-0.59,-0.5936842105263158,57.0,0.1894278697047189,0.03588291782086796,0.6231724156677049,-0.18,1.06,-1.06,-406.84999999999997,-7.15,-7.137719298245614,57.0,0.2887785380071425,0.08339304401354262,7.143558624702495,-6.34,7.82,-7.82
-389.34,-6.93,-6.9525,56.0,0.313484164557911,0.09827232142857141,6.959563820486782,-6.02,7.68,-7.68,6.970000000000002,-0.21500000000000002,0.12446428571428576,56.0,4.692872224236475,22.023049713010202,4.694522454033911,9.91,10.37,-10.37,-24.129999999999995,-1.0550000000000002,-0.4308928571428571,56.0,3.83306911569088,14.692418845663266,3.8572124001667314,9.16,9.94,-9.94,1.7299999999999986,0.165,0.030892857142857118,56.0,2.0337661025666103,4.13620455994898,2.0340007199043537,5.18,5.18,-4.02,-0.16000000000000003,-0.015,-0.0028571428571428576,56.0,0.10788079210926499,0.01163826530612245,0.10791862013308255,0.34,0.34,-0.32,-2.6100000000000003,-0.05,-0.04660714285714286,56.0,0.227755169187961,0.05187241709183673,0.23247503706235398,0.4,0.68,-0.68,-4.37,-0.04,-0.07803571428571429,56.0,0.3085936975264745,0.09523007015306122,0.31830746591486486,0.8,0.85,-0.85,-34.41,-0.625,-0.6144642857142857,56.0,0.11207331214842528,0.012560427295918369,0.6246013014029715,-0.3,0.97,-0.97,-392.78000000000003,-7.005,-7.013928571428572,56.0,0.22949228567355692,0.05266670918367346,7.017682004357686,-6.55,7.64,-7.64
-407.8,-6.84,-6.796666666666667,60.0,0.3251444123599372,0.10571888888888889,6.804439482181223,-6.12,7.33,-7.33,-434.99,-7.515,-7.249833333333333,60.0,8.794927419004408,77.35074830555554,11.397843290143388,13.17,29.52,-29.52,229.24000000000004,0.26,3.8206666666666673,60.0,8.549426270549128,73.09268955555557,9.36430367583908,31.05,31.05,-7.4,-255.38000000000002,-2.1500000000000004,-4.256333333333334,60.0,8.8908216655655,79.0467098888889,9.857133626634738,11.29,31.82,-31.82,-0.6400000000000002,0.01,-0.01066666666666667,60.0,0.16206857259265978,0.02626622222222223,0.16241921068642096,0.3,0.54,-0.54,-2.8,-0.07,-0.04666666666666666,60.0,0.17828504019001581,0.03178555555555555,0.1842914358654068,0.36,0.62,-0.62,-3.0100000000000002,-0.01,-0.05016666666666667,60.0,0.1993697709171467,0.03974830555555555,0.2055845324921114,0.52,0.65,-0.65,-49.07999999999999,-0.69,-0.8179999999999998,60.0,0.44626897718752534,0.19915600000000003,0.9318154323684492,-0.23,2.02,-2.02,-425.98,-7.08,-7.099666666666667,60.0,0.2711762444528568,0.07353655555555555,7.104843652983036,-6.69,7.82,-7.82
-385.57,-6.73,-6.764385964912281,57.0,0.5494463482703091,0.30189128962757783,6.786664038533941,-5.55,7.86,-7.86,-139.23000000000002,-1.7,-2.4426315789473687,57.0,11.08503868051332,122.87808254847647,11.350970512645487,19.9,31.98,-31.98,157.75,-0.01,2.767543859649123,57.0,7.9703362936604645,63.52626063404123,8.437153527649167,23.66,23.66,-7.91,-211.89999999999998,-2.62,-3.7175438596491226,57.0,5.8922810882980565,34.71897642351493,6.967001418969988,4.3,24.84,-24.84,-0.009999999999999822,0.0,-0.00017543859649122494,57.0,0.20302528775232137,0.041219267466912894,0.2030253635524735,0.56,0.56,-0.53,-2.2200000000000006,-0.04,-0.03894736842105264,57.0,0.3887347185941117,0.1511146814404432,0.3906809170504344,0.73,1.1,-1.1,-3.9900000000000007,-0.07,-0.07,57.0,0.5240865068542279,0.27466666666666667,0.5287406421551749,1.29,1.29,-1.15,-60.06,-0.94,-1.0536842105263158,57.0,0.40943534750407207,0.16763730378578023,1.130436959453399,-0.49,1.97,-1.97,-406.11999999999995,-7.12,-7.1249122807017535,57.0,0.4346812617572427,0.18894779932286856,7.138159623251469,-6.24,8.08,-8.08
